uniq_id,sku,amount
09faaf6ed722ff95e50088aebfcae8f3,pp5006830278,37
418b09dd3c4345df2fdc0953273e86a6,pp5006830278,32
3fec42094939f5b87613feccc905bb20,pp5003630011,77
c76edc8bfedb9dd4bff41926b4aa70e2,pp5006332016,75
02d3a51e6d8d16408f69f74c9c39f171,pp5006460431,90
39edde5d2f290778f3bb3709cd743e35,pp5006460450,92
fa88e24712ccd62fb48b3784621c685b,pp5006460447,35
dc99dc23e9e9caea26ccc3838bbcdc18,pp5006333239,91
a4331e3a13b14c3061266d6521e4b53e,pp5006333239,17
ebb77604eeab5d9a83a0da94f4a73c6d,pp5005070981,82
adff887f8f9622ce81affc067a9535f6,pp5005030112,96
1032abbe8c61bae452555e11482812b8,pp5004900610,16
3af1eb5f506950d6a64a7c2e23a00e8c,pp5005030111,34
9f70779fc6de40d9cf8da3d8a6e96b9a,pp5005090013,16
8cc39cf01b367cf127edae293b68fc14,pp5005090013,15
dbc3ccfef5269c6216bd3028ad371310,pp5005090012,50
44b166c2eadc23726f663076f2318d99,pp5005090012,77
c176f4bd1bf96f063452f3d307476298,pp5005090012,23
59a26cb9344b92af1ff3881825bc0c7a,pp5005090011,42
c84983cc25433e3173bcf7250dfefa1c,19abe78,88
6a2df7afe086e572791f9522f03184b8,19abe78,61
aa919ec1d21c2ad8c7fe82c373f29307,19abe78,82
4930bf1c8b3318c080a4be4535edc087,pp5004941101,27
5fe4da562be2cc26dd720c3bad5a2da0,pp5006381463,6
00f6ffe0adaf9f9b4264e50233075100,pp5006334097,70
0a7f6850453e72d2e34ad6ec8bec962b,1796809,6
26ea12aec56b9bc8c16046bdb976b6f3,1796809,1
7423b064d5c1e80d59cc289ac5d869fa,1796809,51
f2d7aa5328c0ac000b5ae234c79cbe07,17ebc2b,73
c3e7e17db4e82627aca1ef582740d890,17ebc2b,43
2edfad487d02343c256a9a8fa53906e2,17ebc2b,40
4b009c9fbb79e1534483dc93af412dff,17ebc2b,57
31402d669b967f5bcd1c8f28c43ffaa6,17ebc2b,37
6238d9fbf69b0d4d886661fd53717ec8,17ebc2b,48
778db58a7c6689f8030c2648f9ec8086,17ebc2b,70
2bacac39234bb7a4e39836a7aca81763,1b3758c,4
8e966656625f005561b37244f72a048a,1b3758c,28
ac82816039eed5b7d2c36c144c6401ad,pp5004050321,65
3a0bb8d2ec58b78982e8df9827b5f061,pp5006200342,2
1fccbde871f8aec7cf5d66b7e7487ea1,pp5006380722,78
8e69a1e40298a2257341ad2544a38cac,pp5005200179,54
d07a94b8e5c637d592b5b848a6456f74,pp5006310475,78
2c14f606fe3d5cfe46c91612921c3a17,,13
a9f3c19428d60eb6b5e6872a11231ec9,,11
11fc82f52d6cf669df141ca67d61ac20,pp5005031025,26
00e5e36c9d07b41b08b5cb6219a83463,pp5006301284,63
fa69ed52a8175c21b2bd0a80743383f1,pp5006130490,91
8a80efacbb554490c5b3fe8c3ec3d997,pp5006461335,11
22951c9b7bc869eeb294c0ba60f12c47,pp5007110067,29
cc50138494b3072a52dbd278dd81f578,181e4d9,79
65bb0f8506d4f76b21430ce2172dc228,pp5006820138,72
61f736d40210d9ae9048932d1a507ea0,pp5006110164,66
6214e77d42ad28dd9a203facf095fa8d,pp5006540929,10
ca6c2322a34ff281424981195eee728b,1c73759,92
b499bc1a8740d7673975402168ca7b82,pp5007210282,7
e13073818be63de03a6a326b34a1eab2,pp5006153362,16
b6e8ded8faeb63a4fd644a39733d4dbf,pp5007350263,3
4c39adbb13d631391271eff585b5be34,pp5005210247,1
f0f112861f40e1155fe5a7d3ec6fc5f8,pp5003271176,40
940ef1a050500c008b3afbbbaa84a56e,pp5006630539,6
4515798fe67fda46ed3760c553bc14f3,pp5003670186,78
450f03162abc958c9d7b5ebca07251a9,pp5005070234,5
4e03c94d0aed6cadb750ef255d230a7f,pp5006281140,6
904aae9df04c86b9b3982976eadbf378,pp5006150078,19
22ca0bbbab5c1a541b7da18c901355df,pp5004590331,10
1f0f63ead46fc30d1385dec816d6e4b0,pp5003250759,43
f8215279e206cce50dcd541472325708,pp5006380203,79
f65b64734561eafa057c2b1a5cbc7381,pp5003230679,86
a69bf232d2f3001b5815b0f46fc39fd0,pp5004451228,36
decd621dceb02ab4abc7abb7b5d6524a,pp5005700703,66
4e98f81ef4b01790038241cec593a53c,pp5005040208,80
1f5c963ec8fda9caca29eed71fe34c0e,pp5005130240,71
8cdaecdebad76a8454ba241f906af8d2,pp5006081758,94
fdd7ae3c1ec9035418918fd2edbf92e2,pp5006380828,19
e6e6870bb428954bd892d7715dd64cd2,pp5007330180,15
fdd5e160f8d72f7688c9d2252eabfdf1,1c704fa,63
e5f2a1ae9f1323e9ba0c1a6a41c1d405,pp5005640047,61
837d971def07b315c30aba292d1b69be,pp5006640568,57
db4042782aa563a1840971d0784a88a2,pp5005440210,6
b5b287ff96c43fcb1adb2a7a4bb0e25d,pp5005070167,19
ae8a8f692802429f1c754ef2d225d48e,pp5006332148,95
7707045294322dec9541776e780c7a01,pp5006461311,60
31c6abb478d8ab02cd4e268817a01446,pp5006300865,54
39cba7c3aefecbdeabb8ebb07ba39e1a,pp5006950284,97
4593ebc1bce00ae61d9bfe6b4a53c1ad,pp5005790209,34
3e9611843403347eae20d0055e1306f2,pp5007090195,37
60df59d46c7553c1b39eb2f9f2f2f32c,pp5005141852,66
9b545e3d551af7e4d16cc329f84a5408,pp5004900737,43
de70462752acc5952fbbf3ca7aab365d,pp5004990211,66
826619212c327f11cb9d1b082435599d,pp5005220716,21
692cfc9521b8807988022fced3d95009,pp5006880809,99
713a4bd3faa3efb9df277997d2f235ee,pp5006480565,28
a7161e55af36428312d118050e61edcf,pp5006630399,58
fc1b1ad08014c1a307d7b8517c19cc7a,pp5005330599,51
2d64f685aa07089845a75aa827717f31,pp5006740416,67
7d535e1f25d7ac5da1641fa62f4c5c45,pp5006460590,94
fb341b75d5899b4a8b61844b7f9fe4b4,pp5005090595,59
45a7a975a00c4266343414bfd770c627,pp5005540167,83
1c8453bd5f3e2907e3b0c710859f3b21,pp5006281137,49
5495b71c43619199c7d65f0ec037e77c,pp5006500166,93
a1976ce5559241c7f4602692cc0edd46,pp5006380894,100
c281abd27313bb3a9d8742acaa3f4ad5,pp5005040095,57
89a5c2264fdcfaa741ceeca1f5169a8b,pp5005430547,26
29c0a4fdc3c766e20af2a0381be3ef41,pp5002110218,64
494c648a7e7b73cbe39024b0b1dee795,pp5005690097,90
9bb59776a5c3fd839409bb7f8c30fb67,pp5002830293,81
61f6f799f90061e0169adec4ef68ac51,pp5006332724,40
d8149f3706d0582e97a58098bdd42982,pp5006900112,2
307e9a8af4f5a2b2613fea648add84ef,pp5006440636,88
44313e3af3fc6a9ad7a700404b0feeae,pp5002310822,60
8f3b072d1d2385c7ea507a37af385c8c,pp5003990011,24
c8d005feb446b0a65fa89e4314a8481f,pp5006130052,60
f008ee56c8dc522e2a10423915537e14,pp5006310392,7
17a3a0d4f3fdbaf6e9515f601b3b7ee5,pp5006700256,95
fc285ed01d1ddfb78ec4a9805644c470,pp5006462394,29
a0116061c47226936c1ffb08f6353d66,pp5006450057,93
090bd99f52f6a23fec70d62713b8d5be,ens6006390008,73
8909f8800b16d846fe8063adb8264f9c,pp5007090102,56
4ff562fad41b219719a046087d74a03f,pp5006700413,94
30b72c59db3adcf535b7c392feff233e,pp5007070352,60
a1ac23eff0427a668e2085d911b14433,pp5006710097,88
d6999da89160ffd29b98922357a275ed,pp5005870253,76
370509d0cd478598755a6dbf0a74412f,pp5005701756,43
d1f5ae198a202f75c39be4227ccbeaa7,pp5006480898,12
d51596e3b3c8312a779f468c440dc1fd,pp5005870828,33
7a211dab089f3338b7a60ba157d23bbc,pp5004950097,16
c8487ad9aff5585d57c7493ee6f6e519,pp5001791227,46
93121a2d5915d65a71038702bf437167,pp5006790190,82
b9404b6f4e589726e21e8af9f6c8ba7b,pp5006241032,37
d1f66a909462d4ff80650c9849db80f8,,11
e561e103027671331c9017ef8204c0a4,pp5006380723,46
5d6228396382b9ef1263a46a9da8038d,18a90a3,3
5b5a4c0f54fc732b064aeb4356fac246,pp5004130597,75
4a873afc2dc3f34c5945ee1409894d31,pp5006590351,82
d84255c44ebd0ce148019c6401e3e314,pp5006690111,22
8a983b6414b0ddad94cdce789df1b660,pp5006291919,77
f288ca1ee757724bfa3b0ce306f22888,pp5006560190,97
a68629d839c23aff18d431ebb404f60e,pp5006630467,35
5ac0f88446a29bee9ffb76230e15466c,pp5002250339,96
152c4722b86ea2e4d8d6c00c0cfcd2db,,12
7b2ca011ac42539a38297a282511261c,pp5007140455,60
883a53bc39b3d8dd966949a47a81d682,pp5002324921,33
8409d0936801266282b3123a92c3eb12,pp5007070223,25
8a3e959b3d42be0fee3b160466410446,pp5005360435,57
869ae8e5028079cdbb245e79836d07cf,pp5007280042,51
5456ef6c39306594127971b33bcf0323,19abd0a,41
283868bc3caecd5d28d40326e073bbfa,pp5005280100,84
c54fc36170fecc34ec5eafeb50a5bba4,pp5006990581,12
34feae93132b055f0859492dd276d4ce,pp5002410571,67
ccf394f7bf0a4d51693f018e9f61ad7d,,64
1db2b5e58405cdb47bc18a62ed251dba,pp5005470269,85
3c80096e208e1c8a841e87675ee2d9df,pp5007400380,89
e85eb9477793163a59abce8e45f81b0c,pp5005631017,4
fbd745db10dab8f8f93ce05d693a9d49,pp5006301304,67
6927e37ef1a0cafc6c1a05c5a6715c4d,pp5005930492,0
4f7a8c028c9982ed357bd826806a6138,pp5005330608,40
b10737630fe62fdc2443cb2526f47fa2,pp5006540975,70
a52f2cda3314a5c5ba55cf76fa06ef88,pp5004951354,70
6b57c2b84e4605f25ee01be296187537,pp5005360367,43
ef1e82c77ad024a054dec562ed1e270e,pp5006461668,27
5c6965e9d8518e47b4513186e8a57d61,,77
f1f7d61523926186d57112392fb8e362,pp5006290260,41
c6764e2337449d96be9746d634cc9ddd,pp5006160244,43
ae543c114ed1b689cda17daf1191c2f2,pp5006470681,69
b8d6fe71060c8b86ab8556b4b63d4179,pp5005710055,71
0a6cdfcd89839f922e73897eca27cff6,pp5003780369,38
021c511c960ef8f643a9367ae7c0091f,pp5005431230,69
b258e6552a4203860d5d8be5e7fb0571,pp5005790647,71
1d965511a864cefb6acca3bc8a5ba519,pp5006350307,13
b45aa08528d1122b9b1ca247653dee34,pp5006291697,18
b84a118c487116bd0b5a5ececc2e8469,pp5005760419,74
8c983299cb8e444cfd5dce0e878e9c03,pp5005870494,81
740e93ccb0fd969bf13298dd27549d87,pp5004990400,50
88d8e80a46126267e8e0eec6b1c86230,pp5006300129,86
8b57b41e0b4cf14ffa58a62865cba15a,pp5006140425,51
07aead00c8f20491623f92a81ac7f157,,63
52cb434cd282e240728c28d5e552d35a,,39
c9f46ed980836868e509ccaaab35334a,pp5007000176,42
b6947847917fedc30015abd31724dd9e,pp5005070232,4
7b6058f3d12225af31bf5b8317a448d1,pp5006920288,99
3d7174591ea611a78eae66946cca7e4c,pp5002860087,100
b7b153891fd1cd0f88b7b2dec7876140,pp5006400007,95
05cf54b7cbf3aef4f1b49a426640810a,pp5006510761,8
a290d8417acb92d0fa7e73fe04f40659,pp5005041065,64
eb2491e25d29f25a40307dd309cd234b,pp5003790546,77
f4d8c41b7704fc9958a1bab9cda78e63,pp5001340489,14
3fd4bfeb033cef12e5625d9653866617,pp5003560757,40
96db9fcc49f7d3ed726b0caaf9cf8e5d,pp5006330084,99
8f70ab67cd5cf6b6c7f1802492b563a2,pp5002880715,57
f51ee18d46ab8a52f08130e28fec1cbb,pp5005340564,37
5ffa9f8822f64d218a94f48cc770f7b0,1c48224,28
12e30937fa562340d9e0c516ba3fc568,pp5007210972,73
3b014d5f35533df41c3102e19b05195a,pp5006081433,27
71b37b83e9f5e01c3a6d6599cefe3332,pp5006320101,64
e3ac7e96843809b6cb6e0950cf703959,pp5006650639,31
87ca0d3d6396960ea23f5d5454347035,pp5005800164,10
27ba00e46cf55cdb583e7dac9766ea6c,pp5006461337,61
2f47ca90dd7b7e050c3ac668397d2b21,pp5006360163,88
a59beb1a601c66eddaabe3e41b711047,pp5006380260,23
dd4ec2ed9b8602101063b1b24b4567f2,pp5006130861,83
c93330dbf77a3b3247ba5802962ef4d3,,67
5a5f4ca3ab003c0fca67f3f8d71083be,pp5006690020,27
3b90eacca45c83b7e7c849cc15c26530,pp5006451134,100
0b38f5ab2fc5f5ca9383694c5303af89,pp5005860375,76
6f59c4768a5b0899e72f8923be6521e8,pp5006332685,92
f66f9fc548bf99cca38341bde122eff7,pp5001570004,68
2a1bdd1bd56c1b3807dc00129763688d,pp5005850851,58
bc81c8b2d0fff04a9d07777bd55de27a,pp5007250084,82
ed9e233d6099ccafb7f6530d93e9e201,pp5006580016,22
444bee98be4a063dc4cc99064758c5cf,pp5007060202,100
b8c840cf78b07c605605ffefbbedbba4,pp5006331348,50
40b1307b0e4ba1113993bb60213a14da,pp5006311064,31
e552026de46a94ee8d418f8027e0f0ce,pp5006152622,68
defe7dbd3e706a034ba8739ed1e5ec5f,ppr100001273,68
797aae12151dd894b49613dd757c8ee0,pp5005960720,97
8686c48855e34e89afb338eea2a18290,pp5005130029,37
6866f2a0485b48330f3bd098912a5514,1c1538d,20
af1b1aabe5ebf8c67274d841083a0a5e,pp5006152796,20
761ff9aa96d5e4ff29cb2f2a6d286ea3,pp5006153407,85
4c48165c1166bba76055c55f372daf79,pp5006140136,15
5c9260dd6d3d2d76641a64623e6a1a87,pp5006750455,13
561dd6b88cdaef69ee357a1216456a2c,pp5006210989,43
cbea3930a1f86505d635ba16b9d873f0,,69
ec8318d631350c5948007f85053e93c4,pp5005470204,41
0ea1ab59f0036d664f902cd5f9b7ff84,pp5006330154,22
a318167bcc2c44a1b96de117e35d5e77,pp5006461819,91
7213ce78ed807eaec33bb501d46fa01f,pp5006880139,65
d89902ce064a1449d3e704998f29f5f0,pp5005630354,37
389a1e0ae812d2896dea830bac352bab,pp5005840153,17
e716ce644c28fdbf629ca7a384475e62,pp5004420555,80
f22ed71eb5443621b68a6a40aef4fb05,pp5006340367,49
ada678a4523077b3bc62f9f418972507,,87
9a247c6a5f3be4315f9a255bb994ddd0,pp5005730092,4
2e8cb4ad1738dd3eb20acdc4caa16812,pp5005700059,35
3be3b1597fb2fa526a3f42330173978f,,99
a6f28e359391e749ae6b955e1bc62b62,,51
a5ddfa5f815257fe1ecca5d40bdbabbf,,44
b1d5487800e30c01565c15d67b966e7a,pp5005630694,75
a03b9f09da14b9321aff6dbad76279bf,,6
64c3f08a802169d432489c0fcf28be3f,,6
d09e267bf01e177a1e700927a0b53d44,PP100000097,18
f4f105179d57b9a41879d03354be0532,pp5005160297,73
84fe4a53ebec1d1d257c94e808455766,,58
97d2d2ce9f22fb3218f724324097d988,,11
3261dbc1999f7ecf71e21262b036670b,pp5005840482,82
6d3177f25b852be96c858f2d85f37f4c,,78
08daf20a62b797053019a926687abb53,,64
fc213145168faa94bae198f173d27796,,2
fca0e70d6d20a4d64f32bd03c05006a0,pp5003720534,70
53aaeb2ecbdc79e9ea0d2d4e36fc3fb6,,44
03471fcbead348fece21b236afe013b1,,38
4a0680ceccc0a008f2187621fb87a26e,pp5005460072,24
8e70ba15e62f116e487df36a711f1110,pp5004400257,12
f03f4b7fe36013c3915cc9beb747ac77,,89
fb809e2e3175fe14660850a23381f157,17b2e11,72
43aa8a676fef64c914f46aaf34b8a0e2,,39
40317d837b9e29d005958f8042c0ec77,,78
306c161bdc77f65dea28be9f501569cb,,12
44b010262ac4ab98f5c0f3d50d3994ed,pp5005670131,19
2565bf02ec05a59cd1fd78955dda108d,pp5003160034,97
0596e95929a1e04a1c0d8e6cd4a260b5,pp5005900552,66
4c54f041a7c023d772188ea0bff712cd,pp5003950111,8
13e6820d2360173eac9b0581ecdee9a1,1d457bd,98
7efc9da483e1d094b93ccdf9e9998241,,80
40f6857b6106535038e69413c2129cc5,pp5005330259,20
1a3e562670a239d87be11c0565ed65c8,,41
c963d07b4a2d4366d6e177c339ef8f54,pp5004891136,94
7d63c9df930c743740087eaf59267ded,pp5005260021,68
1e424e866106013f20cf82e8c1e3edf3,pp5005200182,83
c9fbf7e0611768570d9ac2ae3c560072,pp5005500072,87
0563348ce32c1a86bd897690ccb672d4,,73
c828599347a3401e918788524e5ab300,pp5005860367,89
d10050b37873bff82e7e72656f107e65,pp5005430401,70
d3e4edf3b98234b40a99dc95c4b81443,pp5004630122,7
b746069e7df44a50b6672c4daec5cb51,pp5005670201,65
356f75eb7a0bcf6dd8d0102210cb1933,pp5006380375,74
49127d984e2b5876605a1436dfcfe5f2,pp5005630287,81
f514f4d0e75e4a3d45d4c4877419ac0e,pp5004140124,11
11c228c1d463f723b450d9f8f8502854,pp5002670156,49
e08e41d720d8ef75e71ad1f09962bc2b,,40
8384dafb65acf774cf72370b9126f6cd,pp5004891069,68
af04d63cc296621b539896b68367c135,pp5003040214,13
468e3a76926b9e5b17cefb0977c12b75,pp5004610132,45
a9838dcd7c5bdfb527c7ea36eebd6a81,pp5005310698,55
53d0106632068aff1ce2c49a30995b5f,pp5005330046,33
b6e112adfa555eb4db59aa748902ce80,pp5005340236,47
10ba31bc1be573c69f5ec847e25bd3cd,,62
e10b8cd3fc58b5cee61127f106ca1a61,,89
9644301fa28764eee302ae539899f1dd,,6
bb27868f82b50380e97b6745b6afb327,pp5005851217,91
34d5d58a6d25e49e2aee8006f3a28da7,pp5005700667,83
81fc648114be13ae17df151db1819b78,pp5005280375,41
e375c11b6851144d0212be4d0b60d023,pp5005740586,75
621dd67ec08d2388203b6f338038a328,,89
0dddfe5b341ac155f70e77b990b76b74,pp5005930107,10
cdf4f112f67782b09c3844fcd1f6138a,pp5006990581,95
2cfd84d6bb0a00f09f052429310778b7,,8
baa48993f4d238cad7d5051d0557dca2,pp5005720263,35
6f1c377b75a2f9711ee60f3b2522ad84,pp5006332521,22
d0d78f78a4ff7cbdf4d21ead57ae0eb1,pp5006270014,53
58102f38052ec15c6646946556537e37,pp5003162280,11
51c026a946dc6cce431ad0aa07fbb074,,23
874c92cc463b93c8f85dbc97c9d00f2b,pp5006150840,80
671560e8a0d047055c41ddbb9a2b4d01,pp5006462175,33
20fdad8f0f4cf8544bc604eb86588855,,22
b2171746194fdf61ce4be35b2d126abb,pp5006350522,86
c4edc1b272b07ea5244765e6c48bcbc3,pp5006720511,65
8de339969dce2b3676a7ad7a045ee74d,pp5006450967,14
fe88d98fe5a80bfc9126ba67577822c6,pp5006240034,88
aa9998f3b8738649c14487cf68cf886a,pp5005950130,90
73b94f86a8d26f2fe12917eddc6e05c9,pp5005942417,80
e7b32f14842127ce3e102d1ae939d7f6,pp5007380121,95
53de3a93deafef28ba5304b8e76b85a3,pp5006640038,77
cb1bb59894434b892ca899cda0658e9f,pp5002460443,53
2f799763f6d3630b95e1e0395626a0c9,pp5003720406,73
e4e3b14d0ac5dd0d09a60674e5ff0f41,pp5004710954,49
9f3d5bc1487f67ad3caa0112c77bd5cd,pp5005090650,42
3c8f85c7e2f61c21e37065163fc15a9e,pp5002860181,83
25f682a1b4f0899569bee5e1afd13003,pp5002910071,79
82fd18c141d86df995798c1e90ae840a,,78
e6578f6adf9903a7daf26a2db8a8ad59,pp5005740697,64
8d10b231c4116a2c00b77365f6b37e2c,pp5006311076,70
512fb413d251c00dbe44999aacdb1150,pp5006650241,70
f6d124111c390367ef3185821c9b0fd4,pp5006280520,26
f6db21b3f2927a9c2728b1c1f4eba377,pp5004710923,63
87c5ebbffdec94eed0b1356689f6b2f5,pp5006540616,63
fc58f70fb54c9a751e7f512c5bc03152,pp5006280011,51
2dd8d9e27cf647b8de32959611d9be0a,pp5003450385,37
43a010d24af661274eb34b303ba5e2bd,pp5003310310,32
e337dfdb9fddbde06bec4cd420651943,pp5004930678,92
9c24f9a7f25140d91973548e880d342a,pp5006650213,86
a35452bfa0501ba0d349e92915629001,pp5004660394,73
518ea0d3e48e612f7ca979c981274688,pp5004400282,9
4d03492577c54d03dfc378f9c0a8081a,pp5004710087,35
d462a5423c764aae98071c21db4ee763,pp5006390215,63
3fa636f4485092e021ea37417c77a0e6,pp5005630157,11
d4289fce044dd604dc7aee9128aac16d,pp5002701158,30
16286ddfbf7a1a45c1b8d03e61e497cb,,96
21cd6ea24adee55dca90da26781280da,pp5006270137,77
cac156c12e4a23304d4c1912cf7eb37f,pp5005840398,52
be4895c03b5885f7849709511f8bb811,pp5005120067,76
f6122d7861c7976dcb23d1e872d6be47,,30
e17e440217a2886b0bd749491a1e43fb,pp5006082144,68
76fe3f0360424a095411d622f10e8333,,71
3471fba5142ced0218a1d6fe4fea9076,pp5006140472,14
78e4eca63a8c6c00ccdeabda22a787bc,pp5005640016,44
085b2ab752173633b5f0c1d7717d9cfd,pp5003230510,22
f99dc6f6fa63efe29dfca0a72368526c,pp5006230044,97
975c38cfca65150e3e710e140fd6ba91,pp5006660224,95
71b7fb7eef3da2923c4b88c8247c64fd,pp5006170066,5
e9b196c3e0229dc3c64f0bb709e34942,1c22f2b,99
180e8d1d3338409ac8510748ef4ca0e9,pp5007070203,50
